phrase,esco_uri,esco_label,cosine_sim,matched
technical mentorship guidance,,,0.7393,False
technical non,,,0.595,False
technical non technical,,,0.6795,False
technical oversight pre,,,0.614,False
technical participate,,,0.6666,False
technical perform,,,0.6462,False
technical products translate,,,0.6849,False
technical proposals,http://data.europa.eu/esco/skill/c1df8590-4b5a-4598-84a1-431f639ba66c,analyse ICT technical proposals,0.7655,True
technical proposals lead,,,0.7261,False
technical requirements,http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2,satisfy technical requirements,0.9137,True
technical requirements modify,http://data.europa.eu/esco/skill/be48353d-25c7-4f86-bea9-7b9e248fbc6e,interpret technical requirements,0.7761,True
technical requirements stakeholdersdevelop,,,0.7325,False
technical requirementsexperience glass,,,0.7466,False
technical roles,,,0.7275,False
technical sales consultant,,,0.6364,False
technical seo,,,0.6345,False
technical seo specialist,,,0.5621,False
technical skills drive,,,0.704,False
technical skillsoffensive securityweb,,,0.5979,False
technical software,http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467,industrial software,0.7873,True
technical software issues,,,0.7264,False
technical specifications ai,,,0.6334,False
technical specifications api,,,0.6624,False
technical stack employ,,,0.5965,False
technical stacks welcome,,,0.5687,False
technical strategy,,,0.706,False
technical strategy platformbuild,,,0.6181,False
technical support engineering,,,0.629,False
technical support l3,,,0.5117,False
technical support roles,,,0.6454,False
technical support specialist,,,0.6775,False
technical troubleshooting,http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,troubleshoot,0.8279,True
technical users,,,0.6482,False
technical vision,,,0.7113,False
technical vision squadbe,,,0.5359,False
technician freelance,,,0.551,False
technician freelance contract,,,0.485,False
techniques applied geography,http://data.europa.eu/esco/skill/cf9c8e73-105d-419e-86dd-4304cc6cd718,geography,0.7588,True
techniques clock mesh,,,0.6924,False
techniques context artificial,,,0.5785,False
techniques parallel programming,,,0.6304,False
techniques predict chemical,,,0.6916,False
techniques visualizing multivariate,,,0.6529,False
techniques.experience,,,0.5647,False
technological developments design,,,0.7115,False
technological infrastructure processing,,,0.6735,False
technological infrastructure supports,,,0.7146,False
technological innovations,,,0.6601,False
technological modeling,,,0.6172,False
technologies ability troubleshoot,,,0.6913,False
technologies acquaint students,,,0.6848,False
technologies aim,,,0.6286,False
technologies analyze,,,0.6579,False
technologies apache spark,,,0.6393,False
technologies armenian branch,,,0.6691,False
technologies aws azure,,,0.6525,False
technologies azure devops,,,0.7001,False
technologies best practices,,,0.528,False
technologies big,,,0.5998,False
technologies circuit design,http://data.europa.eu/esco/skill/6d12ac9b-5ec0-49b9-bd70-5a19352585cb,design integrated circuits,0.7532,True
technologies clients reach,,,0.6754,False
technologies course introduces,,,0.7262,False
technologies creation composite,,,0.6629,False
technologies design,,,0.6869,False
technologies design operating,,,0.6512,False
technologies digital,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,digital systems,0.776,True
technologies docker kubernetes,,,0.596,False
technologies e.g,,,0.6901,False
technologies enabling,,,0.6107,False
technologies firewalls,,,0.7487,False
technologies frameworks,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,software frameworks,0.7533,True
technologies frameworks best,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,software frameworks,0.7671,True
technologies future,,,0.705,False
technologies future answered,,,0.6312,False
technologies global outsourcing,http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2,outsourcing strategy,0.7816,True
technologies global workforce,,,0.5709,False
technologies html,,,0.5292,False
technologies html css,http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777,CSS,0.7541,True
technologies include metallurgy,http://data.europa.eu/esco/skill/5b0a8b4d-7c71-43b1-8e52-4c0cfacd7bbd,metallurgy,0.8169,True
technologies introduces,,,0.6731,False
technologies layers,,,0.5957,False
technologies layers open,,,0.5238,False
technologies lives inventions,,,0.64,False
technologies machine,,,0.6946,False
technologies memory organization,,,0.5855,False
technologies modern,,,0.6356,False
technologies modern ui,,,0.6217,False
technologies ms,,,0.6013,False
technologies net,,,0.6495,False
technologies net azure,,,0.5984,False
technologies numerical,,,0.6382,False
technologies organizing parallel,,,0.5477,False
technologies participate,,,0.6316,False
technologies php javascript,,,0.6147,False
technologies post harvest,,,0.7085,False
technologies postgresql,http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,PostgreSQL,0.7553,True
technologies postgresql opensearch,,,0.5836,False
technologies professional research,,,0.6417,False
technologies proficiency api,,,0.5684,False
technologies python cloud,,,0.6284,False
technologies reducing environmental,http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb,sustainable technologies,0.773,True
technologies required,,,0.6886,False
technologies research modern,,,0.6069,False
technologies right,,,0.5987,False
technologies software packages,,,0.5651,False
technologies software tools,,,0.6666,False
technologies specialization,,,0.6937,False
technologies sql,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL,0.7501,True
technologies sql sql,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL,0.7514,True
technologies standards iso8583,,,0.6057,False
technologies understanding,,,0.6674,False
technologies using cloud,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.9218,True
technologies web,,,0.6223,False
technologies web applications,,,0.6157,False
technologies wireless communication,,,0.6753,False
technologiesstrong proficiency php,,,0.606,False
technologist,,,0.6323,False
technologists love,,,0.5683,False
technologists love customers,,,0.5451,False
technologists love solving,,,0.614,False
technologists worldquant research,,,0.5781,False
technology,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,computer technology,0.8322,True
technology 2014 opened,,,0.4105,False
technology applications,,,0.6496,False
technology applications necessary,,,0.6395,False
technology applications provide,,,0.6307,False
technology arms race,,,0.5396,False
technology company,,,0.6175,False
technology composite materials,http://data.europa.eu/esco/skill/74c0c0d2-aeb8-44b2-b86a-117d0455ae88,composite materials,0.9108,True
technology computer science,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8998,True
technology consistently deliver,,,0.4909,False
technology consultant,,,0.6563,False
technology corporation ptc,,,0.4632,False
technology course,http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b,technology education,0.7923,True
technology culminating hands,,,0.5804,False
technology delivers expressive,,,0.5372,False
technology don,,,0.5712,False
technology ethics society,,,0.6262,False
technology healthcare nonprofit,,,0.5449,False
technology historical review,,,0.5325,False
technology human,,,0.6369,False
technology ipsmanage integration,,,0.5097,False
technology location emea,,,0.6035,False
technology managing engineering,,,0.723,False
technology minimum,,,0.5524,False
technology mission,,,0.5643,False
technology modeling,,,0.598,False
technology modeling software,,,0.6276,False
technology nodes,,,0.6271,False
technology partners,,,0.5708,False
technology proficiency indispensable,,,0.6936,False
technology real estate,,,0.6161,False
technology semiconductor,http://data.europa.eu/esco/skill/e5e17773-3a63-40c5-99e4-10e036cf7b99,semiconductors,0.8028,True
technology semiconductor materials,http://data.europa.eu/esco/skill/e5e17773-3a63-40c5-99e4-10e036cf7b99,semiconductors,0.7867,True
technology sensors,http://data.europa.eu/esco/skill/70a7b3b3-31ef-4b29-a30f-bb7299dff39b,sensors,0.8409,True
technology skills,http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b,technology education,0.7685,True
technology technical,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,computer technology,0.7686,True
techxdesign optimumpartners,,,0.4387,False
telecommunication,http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d,telecommunication industry,0.8675,True
telecommunication modeling,,,0.7426,False
telecommunication modeling digital,,,0.692,False
telecommunication modern,http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,concepts of telecommunications,0.7677,True
telecommunication modern modeling,,,0.6814,False
telecommunications,http://data.europa.eu/esco/skill/14764a75-3104-4875-ba1d-57c059b9b013,telecommunications engineering,0.8892,True
telecommunications practicum introduce,http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,concepts of telecommunications,0.8104,True
telecommunications systems,http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,concepts of telecommunications,0.8535,True
telegram,,,0.4249,False
telemetry,,,0.6927,False
telephony,http://data.europa.eu/esco/skill/de2f0ce8-f8d6-48c5-a213-4d065251cecf,communicate by telephone,0.7779,True
telephonyfree corporate,,,0.6035,False
television broadcasting systems,,,0.7229,False
template,,,0.5942,False
template engines pug,,,0.4424,False
template library functional,,,0.4286,False
templates,,,0.5912,False
templates design guidelines,,,0.5746,False
templatesproficiency,,,0.3745,False
templating language,,,0.5572,False
temporary,,,0.4281,False
temporary contract,,,0.6676,False
temporary contract basis,,,0.4733,False
temporary possible,,,0.4142,False
temporary possible extension,,,0.303,False
tender,,,0.7419,False
tensorflow scikit learn,,,0.3946,False
tensorflow solid,,,0.4674,False
tensorrt,,,0.4402,False
terabytes data tackle,,,0.6776,False
terabytes data technology,,,0.6996,False
term code health,,,0.5457,False
term fta appointments,,,0.613,False
term maintainability mentor,,,0.5176,False
term partnerships,,,0.5907,False
term partnerships represent,,,0.5403,False
term strategic partnerships,,,0.6288,False
terminals dredging works,http://data.europa.eu/esco/skill/6c2dab43-b56a-4879-ae5f-75ae50e193c3,dredging consoles,0.7697,True
termination,,,0.5767,False
terminology,http://data.europa.eu/esco/skill/b6f26b50-3914-46ff-8f88-3defb71e007a,terminology,1.0,True
terminology differentiation,,,0.5942,False
terminology differentiation translation,,,0.5226,False
terminology distinguishing translating,,,0.7062,False
terminology industry,,,0.6966,False
terminology mastery,,,0.6634,False
terminology mastery skills,,,0.5639,False
terms competence expertise,,,0.6514,False
terms planning,,,0.5603,False
terms planning analysis,,,0.6217,False
terraform,,,0.517,False
terraform ansible similar,,,0.684,False
terraform arm,,,0.4669,False
terraform arm bicep,,,0.3916,False
terraform aws cloudformation,,,0.5367,False
terraform ensure uptime,,,0.4346,False
terraform experience azure,,,0.4804,False
terraform familiarity,,,0.5102,False
terraform git understanding,,,0.4015,False
terraform helm cloudformation,,,0.4348,False
terraform related toolchainsmanaging,,,0.4465,False
terraform scripting infrastructure,,,0.5442,False
terragrunt proficiency,,,0.435,False
terragruntautomate,,,0.5127,False
territory,,,0.592,False
test ad,,,0.5593,False
test automation engineer,,,0.6819,False
test automation frameworks,,,0.7285,False
test automation toolsproficiency,,,0.7316,False
test dft verification,,,0.4337,False
test foods determine,http://data.europa.eu/esco/skill/7802ce4b-2b70-4bd2-bdb3-6ce1482da6ab,conduct food tests,0.8176,True
test framework developmentskilled,,,0.5767,False
test infrastructure,,,0.7162,False
test modes performing,,,0.571,False
test payroll software,,,0.6405,False
test scripts architect,,,0.5848,False
test security,,,0.7389,False
test suites salesforce,,,0.6283,False
test timing engineering,,,0.6177,False
testable,,,0.5645,False
testable efficient,,,0.5698,False
testable efficient code,,,0.5644,False
testable maintainable,,,0.6858,False
testable typescript code,,,0.7266,False
testers,,,0.6363,False
testing,,,0.7386,False
testing 3d,,,0.6508,False
testing ad copywriting,,,0.6381,False
testing ad creatives,,,0.6199,False
testing agile,,,0.7385,False
testing agile scrum,,,0.6894,False
testing ai,,,0.5707,False
testing artifacts,,,0.5711,False
testing artifacts types,,,0.5506,False
testing assessing,,,0.697,False
testing assessing foreign,,,0.4807,False
testing assessment,,,0.7477,False
testing assurance,,,0.6325,False
testing assurance aim,,,0.5748,False
testing backend,,,0.6138,False
testing backend web,,,0.5937,False
testing complex,,,0.6386,False
testing debugging,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,0.7663,True
testing deliver,,,0.6699,False
testing deployment,,,0.5917,False
testing design,,,0.6965,False
testing drive engagement,,,0.5919,False
testing electronic devices,http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1,test hardware,0.7857,True
testing familiarity,,,0.5672,False
testing features,,,0.6573,False
testing framework,,,0.6605,False
testing framework actively,,,0.6359,False
testing frameworks,,,0.6688,False
testing frameworks experience,,,0.5989,False
testing frameworks test,,,0.6174,False
testing initiatives,,,0.6495,False
testing initiatives responsibilities,,,0.6129,False
testing issues,,,0.6377,False
testing issues nanoscale,,,0.5563,False
testing levels,,,0.7303,False
testing maximum likelihood,,,0.4482,False
testing monitoring,,,0.6598,False
testing multiple linear,,,0.5166,False
testing new features,,,0.5705,False
testing performance,http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251,conduct performance tests,0.7592,True
testing playwright snapshots,,,0.477,False
testing progress milestone,,,0.5864,False
testing quality assurance,http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3,quality assurance procedures,0.8278,True
testing quality initiatives,,,0.6111,False
testing red team,,,0.5386,False
testing refactor optimize,,,0.5354,False
testing requirement analysis,,,0.6369,False
testing selenium,,,0.5274,False
testing skills,http://data.europa.eu/esco/skill/604e5cd2-559a-4d49-a1a2-e43b2b472fee,perform educational testing,0.7649,True
testing software components,http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899,perform software unit testing,0.7566,True
testing software systems,http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899,perform software unit testing,0.7914,True
testing strategies,http://data.europa.eu/esco/skill/bf318ffc-0b68-4915-80be-8c8b500d344c,test safety strategies,0.7638,True
testing techniques mbist,,,0.6581,False
testing tools,,,0.6957,False
testing tools conducting,,,0.6521,False
testing tools frameworks,,,0.6379,False
testing tools protocols,,,0.611,False
testing uat process,,,0.5281,False
testing web backend,,,0.5995,False
testing web mobile,,,0.5513,False
testingcontribute improving qa,,,0.552,False
testingexperience,,,0.6369,False
testingknowledge bug tracking,,,0.4403,False
testrail kibana,,,0.4046,False
tests ci,,,0.591,False
tests generalized linear,,,0.4649,False
tests ios,,,0.6523,False
tests locally ci,,,0.5186,False
texas,,,0.445,False
text,,,0.6095,False
text based geospatial,,,0.6181,False
text classification,,,0.6461,False
text data,,,0.6117,False
text normalization,,,0.7147,False
texts,,,0.7077,False
texts english,http://data.europa.eu/esco/skill/449f0945-4943-49f9-bd98-edfdfd7c00ba,translate texts,0.7761,True
texts enhance,,,0.62,False
texts familiarize characteristics,,,0.6101,False
texts introduce,,,0.6131,False
texts socio,,,0.6328,False
texts socio political,,,0.5464,False
texts turkish,http://data.europa.eu/esco/skill/2704b00a-5d70-40ad-997d-212b323fb32d,understand written Turkish,0.8271,True
textual data field,,,0.53,False
texturing coursework include,,,0.5785,False
teza systematic trading,,,0.5121,False
thank,,,0.3228,False
themes,,,0.5789,False
themes oral,,,0.5446,False
themes oral translation,,,0.6632,False
theological,http://data.europa.eu/esco/skill/bde6d525-01e0-4d50-ac46-a6314274c1d6,theology,0.9124,True
theological principles,http://data.europa.eu/esco/skill/bde6d525-01e0-4d50-ac46-a6314274c1d6,theology,0.7636,True
theological worship,http://data.europa.eu/esco/skill/bde6d525-01e0-4d50-ac46-a6314274c1d6,theology,0.8302,True
theorem,,,0.3414,False
theorem lagrange multipliers,,,0.3826,False
theorem markov,,,0.5109,False
theorem markov chains,,,0.4248,False
theorem related rates,,,0.5333,False
theorems,,,0.4685,False
theorems related banach,,,0.3103,False
theorems used digital,,,0.5881,False
theoretical interpretation,,,0.5755,False
theories,http://data.europa.eu/esco/skill/eda8a126-08bf-4fb1-8442-fa9febabb75f,psychological theories,0.7824,True
theories discussed classroom,,,0.5881,False
theories fields,,,0.5817,False
theories fields application,,,0.5084,False
theories object,,,0.5519,False
theories object oriented,http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c,object-oriented modelling,0.7592,True
theories possibilities,,,0.6546,False
theories possibilities properties,,,0.5101,False
theory algorithms,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8355,True
theory algorithms mathematical,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7955,True
theory applications,,,0.6133,False
theory computation,,,0.6796,False
theory computer design,,,0.6262,False
theory computing,,,0.6803,False
theory contour surface,,,0.5086,False
theory differential,,,0.4449,False
theory differential equations,,,0.4082,False
theory finite dimensional,,,0.5397,False
theory fourier transform,,,0.3946,False
theory integrated,,,0.6825,False
theory integrated circuit,http://data.europa.eu/esco/skill/2b9f4584-da2e-44e2-a2fb-4dd4fc64c1a2,integrated circuits,0.7877,True
theory interpolation multivariate,,,0.3242,False
theory light experimental,,,0.6082,False
theory linear operators,,,0.3631,False
theory mathematical,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,mathematics,0.7584,True
theory mathematical statistics,,,0.7111,False
theory numerical,,,0.571,False
theory optimization,,,0.5584,False
theory ordinary differential,,,0.3813,False
theory periodic properties,,,0.4003,False
theory probabilities,http://data.europa.eu/esco/skill/b758675a-b03b-4e4b-897c-57ca14b1a3d0,probability theory,0.8315,True
theory science,,,0.7163,False
theory science research,,,0.7037,False
theory semiconductors,http://data.europa.eu/esco/skill/e5e17773-3a63-40c5-99e4-10e036cf7b99,semiconductors,0.8504,True
theory serve basis,,,0.5514,False
theory stability,,,0.5771,False
theory studied,,,0.6164,False
thermal,http://data.europa.eu/esco/skill/a7671dcb-40fa-40fc-a278-c6d068ee13e9,thermal materials,0.7988,True
thermochemistry chemical kinetics,,,0.6759,False
thermodynamic,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,0.926,True
thermodynamic cycles,,,0.692,False
thermodynamics,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,1.0,True
thermodynamics course,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,0.8057,True
thermodynamics discussed,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,0.8921,True
thermodynamics discussed concepts,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,0.8068,True
thermodynamics electrochemistry,http://data.europa.eu/esco/skill/88ab3a3a-f318-41b3-bdf6-07dc33c75352,electrochemistry,0.8043,True
thermodynamics introduce molecular,,,0.6575,False
thermodynamics laws,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,0.8676,True
thermodynamics laws thermodynamics,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,0.8853,True
thermodynamics statistical physics,,,0.7307,False
thermographic inspection photovoltaic,,,0.5657,False
thermography certificationexperience uav,,,0.4672,False
thermoplastic,http://data.europa.eu/esco/skill/fabd4be5-c648-40f7-9706-f2d99f065119,thermoplastic materials,0.9325,True
thermoplastic processing,http://data.europa.eu/esco/skill/fabd4be5-c648-40f7-9706-f2d99f065119,thermoplastic materials,0.8576,True
thesis,,,0.5353,False
thesis acquired,,,0.4669,False
thesis acquired framework,,,0.5816,False
thesis capstone options,,,0.3603,False
thesis defence,,,0.5001,False
thesis development defence,,,0.5392,False
thesis graduation requirement,,,0.4781,False
thesis independent,,,0.4774,False
thesis independent research,,,0.5093,False
thesis master thesis,,,0.4887,False
thesis serves capstone,,,0.4462,False
thesoul approach ecosystem,,,0.7195,False
things digital senior,,,0.5745,False
things iot,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,Internet of Things,0.801,True
think,,,0.6884,False
think love,,,0.6246,False
thinker,,,0.575,False
thinking abilities analyze,,,0.629,False
thinking algorithms,,,0.6515,False
thinking analyze,,,0.6626,False
thinking design,http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39,design thinking,0.9061,True
thinking enhance,,,0.5926,False
thinking immigration tech,,,0.6079,False
thinking research,,,0.6015,False
thinking startups,,,0.4647,False
thorough,,,0.4567,False
thorough testing,,,0.6983,False
thought,,,0.5963,False
thoughtfully,,,0.5593,False
thoughtfully following,,,0.4817,False
thread collective ctc,,,0.4839,False
threat,,,0.6835,False
threat analysis respond,,,0.7167,False
threat detection,,,0.6677,False
threat models automation,,,0.6105,False
threats,http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c,security threats,0.8186,True
threats malware,,,0.7275,False
threats offerings,,,0.5769,False
threats security,http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c,security threats,0.9524,True
threats security measures,http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c,security threats,0.8493,True
threats types,,,0.677,False
threatsdevelop assess,http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313,assessment of risks and threats,0.7523,True
thrive,,,0.4112,False
thrive digital,,,0.4996,False
thrive digital world,,,0.5325,False
thrive dynamic,,,0.4323,False
thrive forward,,,0.4077,False
thrive ready join,,,0.4175,False
thrives,,,0.3959,False
thrives collaborative,,,0.5563,False
thriving,,,0.4942,False
throughput,,,0.5189,False
tibco,,,0.3945,False
tibco spotfire proficiency,,,0.4097,False
ticket,,,0.6447,False
ticketing,,,0.7059,False
tickets,http://data.europa.eu/esco/skill/2d823e3d-7b19-46d9-88a8-31bacac76a5d,sell tickets,0.7689,True
tickets brazil yerevan,,,0.5941,False
tier,,,0.3825,False
tier accounts,,,0.5473,False
tier indicated vacancy,,,0.4052,False
tier performance,,,0.5116,False
tiered commissions bonuses,,,0.5127,False
tiger group llc,,,0.4819,False
tight,,,0.4869,False
tight deadlines,http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363,meet deadlines,0.803,True
tightly,,,0.4456,False
tiktok,,,0.4117,False
tiktok alibaba empower,,,0.3749,False
tiktok google,,,0.4191,False
time asynchronous,,,0.5311,False
time complexity graph,,,0.5188,False
time complexity hashing,,,0.4536,False
time engines cinematic,,,0.4857,False
time tracking verify,,,0.6028,False
timeline,,,0.5758,False
timelines,,,0.577,False
timelines relevant stakeholders,,,0.6255,False
timelines resource,,,0.4675,False
timely,,,0.5214,False
timely accurate data,,,0.6242,False
timely delivery high,,,0.6787,False
timely manner,,,0.5933,False
timely updates,,,0.4999,False
times,,,0.4837,False
timing,,,0.6261,False
timing analysis,,,0.6325,False
timing analysis cad,,,0.5669,False
timing analysis sta,,,0.4897,False
timing closure,,,0.5822,False
timing constraints,,,0.6545,False
timing constraints dft,,,0.4823,False
timing engineer play,,,0.5736,False
timing flows enterprise,,,0.557,False
timing power,,,0.7033,False
timing squash stretch,,,0.4409,False
timing sta ir,,,0.5317,False
titan csm team,,,0.4139,False
titan engineering leadership,,,0.4552,False
titan senior facilities,,,0.4503,False
titan servicetitan,,,0.4265,False
titan servicetitan looking,,,0.4025,False
titans,,,0.4038,False
titans stages life,,,0.3531,False
titles,,,0.578,False
tlfs tables listings,,,0.4505,False
tms,,,0.4516,False
tms qase,,,0.3701,False
tokens,,,0.52,False
tokens instantly securely,,,0.4516,False
tolerant,,,0.5981,False
tomorrow prior,,,0.3978,False
tomorrow technologies technology,,,0.6672,False
tomorrow technology driving,,,0.6237,False
tonal,,,0.4394,False
tonal lexical,,,0.6384,False
tonal lexical morphological,,,0.6991,False
tool governance,,,0.5713,False
toolbox app,,,0.7356,False
toolchain,,,0.5751,False
tooling,http://data.europa.eu/esco/skill/4c06a716-6363-4308-b548-88f7a3e70097,woodworking tools,0.7555,True
tooling automation dashboards,,,0.5741,False
tooling best practices,,,0.6367,False
tooling experience,,,0.6641,False
tooling netsuite planning,,,0.5137,False
tooling platform,http://data.europa.eu/esco/skill/f5084a43-42c9-4bbb-b47c-b3029cf8381d,machine tools,0.7517,True
toolkit,,,0.6719,False
toolkit model fine,,,0.4884,False
toolkit operational workflows,,,0.6408,False
tools algorithms databases,,,0.6474,False
tools analytics investigative,,,0.6205,False
tools api,,,0.6391,False
tools api testing,,,0.5732,False
tools artificial intelligence,,,0.6893,False
tools azure data,,,0.5096,False
tools claude,,,0.5459,False
tools cloud,,,0.6063,False
tools continuously improve,,,0.6044,False
tools crm,,,0.6488,False
tools data visualization,http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,0.8035,True
tools datadog,,,0.5432,False
tools deliver,,,0.6368,False
tools design,,,0.7354,False
tools docker,,,0.6664,False
tools document,,,0.6507,False
tools e.g jira,,,0.6414,False
tools earth,,,0.5971,False
tools eclipse fiori,,,0.5712,False
tools enhance,,,0.6691,False
tools expertise azure,,,0.5162,False
tools frameworks jest,,,0.4605,False
tools fusion compiler,,,0.4606,False
tools ggplot2 prototype,,,0.4606,False
tools git,,,0.5572,False
tools graphics,,,0.7304,False
tools graphics examines,,,0.6358,False
tools improve speed,,,0.611,False
tools integration,,,0.6508,False
tools jasmine mocha,,,0.4781,False
tools jenkins,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da,Jenkins (tools for software configuration management),0.7598,True
tools jira confluence,,,0.4866,False
tools jira testrail,,,0.4889,False
tools looker,,,0.6932,False
tools looker studio,,,0.5883,False
tools marketing workflowsstrong,,,0.5344,False
tools midjourney,,,0.5929,False
tools mlops,,,0.7013,False
tools pandas,,,0.5084,False
tools parametric technology,,,0.5862,False
tools passion,,,0.6023,False
tools picsart amassed,,,0.5159,False
tools platforms,,,0.7108,False
tools postman,,,0.5717,False
tools postman unit,,,0.5436,False
tools previous soc,,,0.5851,False
tools prometheus grafana,,,0.5653,False
tools protocols postman,,,0.4789,False
tools python libs,,,0.5653,False
tools rest,,,0.5754,False
tools runway midjourney,,,0.4459,False
tools selenium,,,0.56,False
tools software,http://data.europa.eu/esco/skill/f5084a43-42c9-4bbb-b47c-b3029cf8381d,machine tools,0.781,True
tools streamline,,,0.5052,False
tools synopsys,,,0.6518,False
tools synopsys enhance,,,0.6145,False
tools transforming,,,0.6121,False
tools typically,http://data.europa.eu/esco/skill/f5084a43-42c9-4bbb-b47c-b3029cf8381d,machine tools,0.7763,True
tools xcode,http://data.europa.eu/esco/skill/449d119b-2d66-43a9-9230-7d27f16afbb6,Xcode,0.8246,True
toolscreative thinking refined,,,0.5462,False
toolsdeep understanding,,,0.5588,False
toolsexperience,,,0.7113,False
toolssolid modeling skills,,,0.6062,False
toolsuite provided microsoft,,,0.5804,False
topics ai applications,,,0.6212,False
topics applied computer,,,0.6739,False
topics control,,,0.6294,False
topics data science,,,0.701,False
topics encompass energy,,,0.6756,False
topics included earth,,,0.6519,False
topics industrial,,,0.7133,False
topological entropy students,,,0.4289,False
topology,,,0.5414,False
toptal codebase,,,0.3915,False
toptal global network,,,0.4993,False
toptal job,,,0.3993,False
toptal just tell,,,0.306,False
toptal product suite,,,0.4772,False
total battle,,,0.5082,False
total calls awt,,,0.5257,False
total rewards,,,0.4845,False
touch,,,0.5645,False
touchpoint strengthens trust,,,0.5204,False
tour,,,0.7394,False
tourism knowledge,http://data.europa.eu/esco/skill/350c932d-f9b3-4adb-a5cc-cd5cff4a1912,provide tourism related information,0.7675,True
toxicity,http://data.europa.eu/esco/skill/b70ab677-5781-40b5-9198-d98f4a34310f,toxicology,0.773,True
toxicity topics supplemented,,,0.6818,False
traceair platform homebuilders,,,0.4413,False
tracing,,,0.6764,False
tracing platforms,,,0.5858,False
track analyze,,,0.7129,False
track analyze partner,,,0.6027,False
track progress,,,0.6286,False
trackers,,,0.6703,False
tracking,http://data.europa.eu/esco/skill/bc9f3c50-ff9f-42b5-a2e9-c388779c707b,tracking principles,0.8201,True
tracking edge detection,,,0.5653,False
